Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
06-07-2025;00:00:00;07-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Geschat;Zonnepanelen
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,084;kWh;Uitgelezen;Zonnepanelen
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,831;kWh;Uitgelezen;Zonnepanelen
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;11,472;kWh;Uitgelezen;Zonnepanelen
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,718;kWh;Uitgelezen;Zonnepanelen
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;5,024;kWh;Uitgelezen;Zonnepanelen
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,226;kWh;Uitgelezen;Zonnepanelen
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,622;kWh;Uitgelezen;Zonnepanelen
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,450;kWh;Uitgelezen;Zonnepanelen
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,647;kWh;Uitgelezen;Zonnepanelen
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,043;kWh;Uitgelezen;Zonnepanelen
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;2,116;kWh;Uitgelezen;Zonnepanelen
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;3,753;kWh;Uitgelezen;Zonnepanelen
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,066;kWh;Uitgelezen;Zonnepanelen
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,003;kWh;Uitgelezen;Zonnepanelen
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,455;kWh;Uitgelezen;Zonnepanelen
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,938;kWh;Uitgelezen;Zonnepanelen
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,356;kWh;Uitgelezen;Zonnepanelen
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,500;kWh;Uitgelezen;Zonnepanelen
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,361;kWh;Uitgelezen;Zonnepanelen
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,598;kWh;Uitgelezen;Zonnepanelen
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,559;kWh;Uitgelezen;Zonnepanelen
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,446;kWh;Uitgelezen;Zonnepanelen
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;7,225;kWh;Uitgelezen;Zonnepanelen
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;4,125;kWh;Uitgelezen;Zonnepanelen
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,528;kWh;Uitgelezen;Zonnepanelen
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,983;kWh;Uitgelezen;Zonnepanelen
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,185;kWh;Uitgelezen;Zonnepanelen
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,769;kWh;Uitgelezen;Zonnepanelen
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,766;kWh;Uitgelezen;Zonnepanelen
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,460;kWh;Uitgelezen;Zonnepanelen
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,671;kWh;Uitgelezen;Zonnepanelen
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,869;kWh;Uitgelezen;Zonnepanelen
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,542;kWh;Uitgelezen;Zonnepanelen
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,518;kWh;Uitgelezen;Zonnepanelen
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;3,065;kWh;Uitgelezen;Zonnepanelen
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;6,093;kWh;Uitgelezen;Zonnepanelen
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,136;kWh;Uitgelezen;Zonnepanelen
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,664;kWh;Uitgelezen;Zonnepanelen
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,425;kWh;Uitgelezen;Zonnepanelen
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,494;kWh;Uitgelezen;Zonnepanelen
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,104;kWh;Uitgelezen;Zonnepanelen
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,853;kWh;Uitgelezen;Zonnepanelen
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,808;kWh;Uitgelezen;Zonnepanelen
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,116;kWh;Uitgelezen;Zonnepanelen
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,042;kWh;Uitgelezen;Zonnepanelen
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,659;kWh;Uitgelezen;Zonnepanelen
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;4,484;kWh;Uitgelezen;Zonnepanelen
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,394;kWh;Uitgelezen;Zonnepanelen
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,644;kWh;Geschat;Zonnepanelen
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Geschat;Zonnepanelen
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,782;kWh;Geschat;Zonnepanelen
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Geschat;Zonnepanelen
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,644;kWh;Geschat;Zonnepanelen
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Geschat;Zonnepanelen
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,782;kWh;Geschat;Zonnepanelen
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Geschat;Zonnepanelen
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,078;kWh;Uitgelezen;Zonnepanelen
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,108;kWh;Uitgelezen;Zonnepanelen
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,603;kWh;Uitgelezen;Zonnepanelen
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,535;kWh;Uitgelezen;Zonnepanelen
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,487;kWh;Uitgelezen;Zonnepanelen
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,468;kWh;Uitgelezen;Zonnepanelen
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,181;kWh;Uitgelezen;Zonnepanelen
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,415;kWh;Uitgelezen;Zonnepanelen
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,019;kWh;Uitgelezen;Zonnepanelen
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,787;kWh;Uitgelezen;Zonnepanelen
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;4,312;kWh;Uitgelezen;Zonnepanelen
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,160;kWh;Uitgelezen;Zonnepanelen
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,900;kWh;Uitgelezen;Zonnepanelen
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,689;kWh;Uitgelezen;Zonnepanelen
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,133;kWh;Uitgelezen;Zonnepanelen
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,932;kWh;Uitgelezen;Zonnepanelen
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,043;kWh;Uitgelezen;Zonnepanelen
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,949;kWh;Uitgelezen;Zonnepanelen
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,149;kWh;Uitgelezen;Zonnepanelen
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;4,296;kWh;Uitgelezen;Zonnepanelen
